LineId,Month,Day,Time,Level,Content,EventId,EventTemplate,ParameterList
692,[Sun,Jun,12,04:04:33,2005] [error] jk2_init() Can't find child 8734 in scoreboard,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,[]
693,[Sun,Jun,12,04:04:33,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
694,[Sun,Jun,12,04:04:33,2005] [error] mod_jk child init 1 -2,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '-2']"
695,[Sun,Jun,12,04:04:33,2005] [error] jk2_init() Can't find child 8735 in scoreboard,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,[]
696,[Sun,Jun,12,04:04:33,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
697,[Sun,Jun,12,04:04:33,2005] [error] mod_jk child init 1 -2,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '-2']"
698,[Sun,Jun,12,04:04:33,2005] [notice] jk2_init() Found child 8733 in scoreboard slot 21,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,"['[notice]', 'Found', '8733', 'slot 21']"
699,[Sun,Jun,12,04:04:33,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
700,[Sun,Jun,12,04:26:08,2005] [error] [client 210.91.137.35] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
701,[Sun,Jun,12,04:26:15,2005] [error] [client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
702,[Sun,Jun,12,04:26:59,2005] [error] [client 210.91.137.35] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
703,[Sun,Jun,12,04:39:26,2005] [error] [client 210.91.137.35] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
704,[Sun,Jun,12,04:40:08,2005] [error] [client 210.91.137.35] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
705,[Sun,Jun,12,04:52:39,2005] [error] [client 222.54.8.57] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
706,[Sun,Jun,12,04:56:27,2005] [error] [client 210.91.137.35] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
707,[Sun,Jun,12,04:58:31,2005] [error] [client 204.118.132.67] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
708,[Sun,Jun,12,05:05:35,2005] [error] [client 210.91.137.35] request failed: URI too long (longer than 8190),3670e656,2005] [error] [client <*> request failed <*>,[]
709,[Sun,Jun,12,05:06:47,2005] [error] [client 210.91.137.35] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
710,[Sun,Jun,12,05:17:29,2005] [error] [client 61.10.7.134] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
711,[Sun,Jun,12,05:39:07,2005] [error] [client 219.154.29.181] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
712,[Sun,Jun,12,06:43:15,2005] [error] [client 216.26.210.108] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
713,[Sun,Jun,12,07:45:15,2005] [error] [client 216.190.165.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
714,[Sun,Jun,12,08:40:18,2005] [error] [client 66.58.185.167] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
715,[Sun,Jun,12,09:05:49,2005] [error] [client 24.234.96.149] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
716,[Sun,Jun,12,11:19:55,2005] [error] [client 70.177.77.158] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
717,[Sun,Jun,12,13:27:51,2005] [error] [client 218.106.116.66] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
718,[Sun,Jun,12,13:55:56,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/scripts/root.exe,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
719,[Sun,Jun,12,13:55:56,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/MSADC,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
720,[Sun,Jun,12,13:55:56,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/c,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
721,[Sun,Jun,12,13:55:56,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/d,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
722,[Sun,Jun,12,13:55:56,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/scripts/..%5c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
723,[Sun,Jun,12,13:55:57,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
724,[Sun,Jun,12,13:55:57,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/_mem_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
725,[Sun,Jun,12,13:55:57,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/msadc,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
726,[Sun,Jun,12,13:55:57,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/scripts/..\xc1\x1c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
727,[Sun,Jun,12,13:55:58,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/scripts/..\xc0\xaf..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
728,[Sun,Jun,12,13:55:58,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/scripts/..\xc1\x9c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
729,[Sun,Jun,12,13:55:58,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/scripts/..%5c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
730,[Sun,Jun,12,13:55:59,2005] [error] [client 24.163.159.161] File does not exist: /var/www/html/scripts/..%2f..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
731,[Sun,Jun,12,15:27:51,2005] [error] [client 69.216.18.133] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
732,[Sun,Jun,12,16:25:46,2005] [error] [client 218.208.207.65] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
733,[Sun,Jun,12,17:32:56,2005] [error] [client 38.138.93.66] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
734,[Sun,Jun,12,18:26:27,2005] [error] [client 60.170.0.82] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
735,[Sun,Jun,12,18:59:47,2005] [error] [client 64.218.24.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
736,[Sun,Jun,12,19:08:54,2005] [error] [client 65.106.172.142] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
737,[Sun,Jun,12,22:21:20,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/scripts/root.exe,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
738,[Sun,Jun,12,22:21:21,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/MSADC,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
739,[Sun,Jun,12,22:21:21,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/c,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
740,[Sun,Jun,12,22:21:21,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/d,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
741,[Sun,Jun,12,22:21:21,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/scripts/..%5c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
742,[Sun,Jun,12,22:21:21,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/_vti_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
743,[Sun,Jun,12,22:21:21,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/_mem_bin,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
744,[Sun,Jun,12,22:21:21,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/msadc,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
745,[Sun,Jun,12,22:21:22,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/scripts/..\xc1\x1c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
746,[Sun,Jun,12,22:21:22,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/scripts/..\xc0\xaf..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
747,[Sun,Jun,12,22:21:22,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/scripts/..\xc1\x9c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
748,[Sun,Jun,12,22:21:22,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/scripts/..%5c..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
749,[Sun,Jun,12,22:21:23,2005] [error] [client 68.251.32.120] File does not exist: /var/www/html/scripts/..%2f..,e08e7447,2005] [error] [client <*> File does not exist <*>,[]
750,[Mon,Jun,13,00:45:01,2005] [error] [client 61.146.166.139] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
751,[Mon,Jun,13,01:58:29,2005] [error] [client 61.4.64.136] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
752,[Mon,Jun,13,02:12:54,2005] [error] [client 218.102.75.155] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
753,[Mon,Jun,13,04:18:48,2005] [notice] jk2_init() Found child 15950 in scoreboard slot 0,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,"['[notice]', 'Found', '15950', 'slot 0']"
754,[Mon,Jun,13,04:18:48,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
755,[Mon,Jun,13,04:18:48,2005] [error] mod_jk child init 1 0,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '0']"
756,[Mon,Jun,13,04:18:48,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
757,[Mon,Jun,13,04:18:50,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
758,[Mon,Jun,13,04:18:50,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
759,[Mon,Jun,13,04:18:50,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
760,[Mon,Jun,13,04:18:51,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
761,[Mon,Jun,13,04:18:51,2005] [error] jk2_init() Can't find child 15951 in scoreboard,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,[]
762,[Mon,Jun,13,04:18:51,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
763,[Mon,Jun,13,04:18:51,2005] [error] mod_jk child init 1 -2,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '-2']"
764,[Mon,Jun,13,04:18:52,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
765,[Mon,Jun,13,04:18:52,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
766,[Mon,Jun,13,04:18:53,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
767,[Mon,Jun,13,04:18:55,2005] [error] [client 218.18.40.53] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
768,[Mon,Jun,13,04:38:00,2005] [error] jk2_init() Can't find child 15976 in scoreboard,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,[]
769,[Mon,Jun,13,04:38:00,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
770,[Mon,Jun,13,04:38:00,2005] [error] mod_jk child init 1 -2,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '-2']"
771,[Mon,Jun,13,04:38:01,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
772,[Mon,Jun,13,04:38:02,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
773,[Mon,Jun,13,04:38:02,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
774,[Mon,Jun,13,04:38:02,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
775,[Mon,Jun,13,04:38:02,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
776,[Mon,Jun,13,04:38:02,2005] [notice] jk2_init() Found child 15977 in scoreboard slot 4,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,"['[notice]', 'Found', '15977', 'slot 4']"
777,[Mon,Jun,13,04:38:02,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
778,[Mon,Jun,13,04:38:04,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
779,[Mon,Jun,13,04:38:04,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
780,[Mon,Jun,13,04:38:05,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
781,[Mon,Jun,13,04:38:05,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
782,[Mon,Jun,13,04:38:06,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
783,[Mon,Jun,13,04:38:09,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
784,[Mon,Jun,13,04:38:22,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
785,[Mon,Jun,13,04:38:42,2005] [error] [client 218.82.188.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
786,[Mon,Jun,13,04:42:46,2005] [error] [client 61.4.64.137] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
787,[Mon,Jun,13,05:40:10,2005] [error] [client 219.148.206.251] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
788,[Mon,Jun,13,06:21:39,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
789,[Mon,Jun,13,06:21:49,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
790,[Mon,Jun,13,06:21:50,2005] [error] jk2_init() Can't find child 16125 in scoreboard,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,[]
791,[Mon,Jun,13,06:21:50,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
792,[Mon,Jun,13,06:21:50,2005] [error] mod_jk child init 1 -2,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '-2']"
793,[Mon,Jun,13,06:21:51,2005] [notice] jk2_init() Found child 16126 in scoreboard slot 6,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,"['[notice]', 'Found', '16126', 'slot 6']"
794,[Mon,Jun,13,06:21:51,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
795,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
796,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
797,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
798,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
799,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
800,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
801,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
802,[Mon,Jun,13,06:21:53,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
803,[Mon,Jun,13,06:21:54,2005] [error] jk2_init() Can't find child 16127 in scoreboard,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,[]
804,[Mon,Jun,13,06:21:54,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
805,[Mon,Jun,13,06:21:54,2005] [error] mod_jk child init 1 -2,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '-2']"
806,[Mon,Jun,13,06:21:55,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
807,[Mon,Jun,13,06:21:56,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
808,[Mon,Jun,13,06:22:00,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
809,[Mon,Jun,13,06:22:03,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
810,[Mon,Jun,13,06:22:03,2005] [error] [client 219.133.246.207] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
811,[Mon,Jun,13,07:09:19,2005] [error] [client 205.184.70.141] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
812,[Mon,Jun,13,07:54:39,2005] [error] [client 218.65.204.13] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
813,[Mon,Jun,13,08:06:19,2005] [error] [client 61.10.7.152] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
814,[Mon,Jun,13,11:56:38,2005] [error] [client 222.166.160.112] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
815,[Mon,Jun,13,12:11:21,2005] [error] [client 216.152.230.130] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
816,[Mon,Jun,13,14:02:47,2005] [error] [client 65.5.128.20] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
817,[Mon,Jun,13,14:16:34,2005] [error] [client 24.151.176.123] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
818,[Mon,Jun,13,14:20:58,2005] [error] [client 172.156.53.140] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
819,[Mon,Jun,13,16:06:21,2005] [error] [client 84.92.64.33] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
820,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
821,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
822,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
823,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
824,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
825,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
826,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
827,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
828,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
829,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
830,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
831,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
832,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
833,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
834,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
835,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
836,[Mon,Jun,13,18:38:25,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
837,[Mon,Jun,13,18:38:25,2005] [error] jk2_init() Can't find child 17283 in scoreboard,84929df5,2005] <*> jk2_init() <*> child <*> in scoreboard <*>,[]
838,[Mon,Jun,13,18:38:25,2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,fd21ee58,2005] [notice] <*>,['workerEnv.init() ok /etc/httpd/conf/workers2.properties']
839,[Mon,Jun,13,18:38:25,2005] [error] mod_jk child init 1 -2,7987e30d,2005] [error] mod_jk child <*> 1 <*>,"['init', '-2']"
840,[Mon,Jun,13,18:38:28,2005] [error] [client 195.23.79.241] Directory index forbidden by rule: /var/www/html/,6fdd6d01,2005] [error] [client <*> Directory index forbidden by rule /var/www/html/,[]
