LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
987,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1169 bytes (1.14 KB) sent, 29590 bytes (28.8 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1169', '(1.14', '29590', '(28.8']"
988,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4512 bytes (4.40 KB) sent, 82166 bytes (80.2 KB) received, lifetime 00:01",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '4512', '(4.40', '82166', '(80.2 KB)', '00:01']"
989,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1123 bytes (1.09 KB) sent, 599 bytes received, lifetime 00:01",915413a8,"<*> close, <*> bytes <*> KB) sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1123', '(1.09', '599', '00:01']"
990,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
991,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
992,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
993,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
994,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1324 bytes (1.29 KB) sent, 472 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1324', '(1.29', 'KB)', 'sent, 472 bytes']"
995,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 608 bytes sent, 690 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '608', '690']"
996,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1411 bytes (1.37 KB) sent, 2278 bytes (2.22 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1411', '(1.37', '2278', '(2.22']"
997,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1119 bytes (1.09 KB) sent, 3210 bytes (3.13 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1119', '(1.09', '3210', '(3.13']"
998,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
999,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1000,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1001,[10.30,16:49:30] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1002,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1186 bytes (1.15 KB) sent, 325 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1186', '(1.15', 'KB)', 'sent, 325 bytes']"
1003,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1186 bytes (1.15 KB) sent, 326 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1186', '(1.15', 'KB)', 'sent, 326 bytes']"
1004,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1411 bytes (1.37 KB) sent, 1225 bytes (1.19 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1411', '(1.37', '1225', '(1.19']"
1005,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 481 bytes sent, 42665 bytes (41.6 KB) received, lifetime 00:02",26f6e6d9,"<*> close, <*> bytes sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '481', '42665', '(41.6 KB)', '00:02']"
1006,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 458 bytes sent, 1781 bytes (1.73 KB) received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['458', 'sent,', '1781', 'bytes (1.73 KB)']"
1007,[10.30,16:49:30] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1411 bytes (1.37 KB) sent, 2268 bytes (2.21 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1411', '(1.37', '2268', '(2.21']"
1008,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3558 bytes (3.47 KB) sent, 976 bytes received, lifetime 00:01",915413a8,"<*> close, <*> bytes <*> KB) sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '3558', '(3.47', '976', '00:01']"
1009,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1251 bytes (1.22 KB) sent, 8436 bytes (8.23 KB) received, lifetime 00:03",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1251', '(1.22', '8436', '(8.23 KB)', '00:03']"
1010,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
1011,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
1012,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1013,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1014,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1015,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1016,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1017,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1018,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1019,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1020,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1021,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1022,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '0', '0']"
1023,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1682 bytes (1.64 KB) sent, 472 bytes received, lifetime 00:01",915413a8,"<*> close, <*> bytes <*> KB) sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1682', '(1.64', '472', '00:01']"
1024,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1025,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1026,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1169 bytes (1.14 KB) sent, 30721 bytes (30.0 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1169', '(1.14', '30721', '(30.0']"
1027,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1028,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1088 bytes (1.06 KB) sent, 3542 bytes (3.45 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1088', '(1.06', '3542', '(3.45']"
1029,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 937 bytes sent, 329 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '937', '329']"
1030,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1031,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 929 bytes sent, 329 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '929', '329']"
1032,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 941 bytes sent, 329 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '941', '329']"
1033,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3362 bytes (3.28 KB) sent, 5510 bytes (5.38 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['3362', '(3.28', '5510', '(5.38']"
1034,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '0', '0']"
1035,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2444 bytes (2.38 KB) sent, 842 bytes received, lifetime 00:01",915413a8,"<*> close, <*> bytes <*> KB) sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '2444', '(2.38', '842', '00:01']"
1036,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1188 bytes (1.16 KB) sent, 421 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1188', '(1.16', 'KB)', 'sent, 421 bytes']"
1037,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1257 bytes (1.22 KB) sent, 421 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1257', '(1.22', 'KB)', 'sent, 421 bytes']"
1038,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1263 bytes (1.23 KB) sent, 421 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1263', '(1.23', 'KB)', 'sent, 421 bytes']"
1039,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1257 bytes (1.22 KB) sent, 421 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1257', '(1.22', 'KB)', 'sent, 421 bytes']"
1040,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1877 bytes (1.83 KB) sent, 10155 bytes (9.91 KB) received, lifetime 00:02",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1877', '(1.83', '10155', '(9.91 KB)', '00:02']"
1041,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1407 bytes (1.37 KB) sent, 9472 bytes (9.25 KB) received, lifetime 00:01",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1407', '(1.37', '9472', '(9.25 KB)', '00:01']"
1042,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2312 bytes (2.25 KB) sent, 19404 bytes (18.9 KB) received, lifetime 00:01",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '2312', '(2.25', '19404', '(18.9 KB)', '00:01']"
1043,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3285 bytes (3.20 KB) sent, 18139 bytes (17.7 KB) received, lifetime 00:01",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '3285', '(3.20', '18139', '(17.7 KB)', '00:01']"
1044,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 469 bytes sent, 2247 bytes (2.19 KB) received, lifetime 00:01",26f6e6d9,"<*> close, <*> bytes sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '469', '2247', '(2.19 KB)', '00:01']"
1045,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 938 bytes sent, 5398 bytes (5.27 KB) received, lifetime 00:01",26f6e6d9,"<*> close, <*> bytes sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '938', '5398', '(5.27 KB)', '00:01']"
1046,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4223 bytes (4.12 KB) sent, 20234 bytes (19.7 KB) received, lifetime 00:02",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '4223', '(4.12', '20234', '(19.7 KB)', '00:02']"
1047,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '0', '0']"
1048,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 939 bytes sent, 4350 bytes (4.24 KB) received, lifetime 00:02",26f6e6d9,"<*> close, <*> bytes sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '939', '4350', '(4.24 KB)', '00:02']"
1049,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4224 bytes (4.12 KB) sent, 23460 bytes (22.9 KB) received, lifetime 00:02",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '4224', '(4.12', '23460', '(22.9 KB)', '00:02']"
1050,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:02']"
1051,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1052,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1053,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1054,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1055,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1056,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1057,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1058,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1059,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1060,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1061,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1062,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1063,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1064,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1065,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1066,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1067,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1068,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1069,[10.30,16:49:31] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
1070,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:02']"
1071,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1189 bytes (1.16 KB) sent, 5824 bytes (5.68 KB) received, lifetime 00:02",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1189', '(1.16', '5824', '(5.68 KB)', '00:02']"
1072,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:02']"
1073,[10.30,16:49:31] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:02']"
